,harm,fair,ingroup,auth,purity,sex,country
0,-4.622573280615341,-4.842346519556416,-3.315669453039824,-3.0358411440001642,-2.3996971454447698,male,Australia
1,0.4717773885956747,0.7731293153009191,0.1805599176000919,1.2868125122979845,0.237610092796867,female,Australia
2,-0.5895456674899537,1.2223673820895053,-1.761789732755417,-1.7202509007789883,-1.4688828260653686,male,Australia
3,-0.8018102787070792,-0.1253468182762548,0.5690298476711934,0.3471051957114304,-1.0034756663756679,female,Australia
4,1.3208358334641777,0.09927221511803837,0.5690298476711934,0.7229881223460517,-0.6932042265825341,female,Australia
5,0.6840419998128007,0.9977483486952117,-0.20791001247101004,0.3471051957114304,0.5478815325900009,female,Australia
6,0.4717773885956747,0.32389124851233214,0.5690298476711934,0.15916373239411924,1.4786958519694027,female,Australia
7,1.1085712222470516,0.09927221511803837,-0.20791001247101004,0.3471051957114304,-0.6932042265825341,female,Australia
8,0.2595127773785492,0.7731293153009191,-0.7906149075776627,-0.40466065755781316,-1.158611386272235,female,Australia
9,0.2595127773785492,0.5485102819066253,-0.596379942542112,-0.9684850475097453,-1.6240185459619354,female,Australia
10,0.4717773885956747,0.7731293153009191,-0.20791001247101004,1.2868125122979845,-0.0726613469962665,female,Australia
11,-0.3772810562728283,0.09927221511803837,-1.761789732755417,-1.156426510827056,-1.7791542658585024,female,Australia
12,-0.3772810562728283,-0.1253468182762548,0.5690298476711934,1.0988710489806734,-0.0726613469962665,female,Australia
13,1.5331004446813026,1.6716054488780918,1.5402046728489485,-0.028777730923191393,0.5478815325900009,male,Australia
14,1.1085712222470516,0.9977483486952117,0.1805599176000919,-0.21671919424050204,-0.6932042265825341,male,Australia
15,-0.1650164450557023,-1.2484419852477218,-0.7906149075776627,-0.028777730923191393,-1.0034756663756679,female,Australia
16,0.8963066110299256,0.32389124851233214,-0.013675047435459334,0.9109295856633628,-0.0726613469962665,female,Australia
17,-2.287662557226959,-0.7992039184591349,-0.596379942542112,0.3471051957114304,-1.4688828260653686,male,Australia
18,1.3208358334641777,1.4469864154837992,-1.3733198026843152,-1.156426510827056,-0.3829327867894004,male,Australia
19,1.5331004446813026,0.9977483486952117,-0.40214497750656075,0.9109295856633628,0.08247437290030026,female,Australia
20,0.2595127773785492,-0.5745848850648417,-0.40214497750656075,0.7229881223460517,-0.3829327867894004,female,Australia
21,-0.8018102787070792,-1.922299085430602,-0.9848498726132134,-0.40466065755781316,0.08247437290030026,female,Australia
22,0.6840419998128007,1.2223673820895053,-0.013675047435459334,-0.028777730923191393,0.39274581269343417,female,Australia
23,0.6840419998128007,-0.1253468182762548,0.3747948826356426,0.9109295856633628,0.5478815325900009,female,Australia
24,1.1085712222470516,-0.34996585167054856,-0.7906149075776627,-0.028777730923191393,0.237610092796867,female,Australia
25,0.8963066110299256,0.7731293153009191,0.5690298476711934,0.15916373239411924,-0.0726613469962665,female,Australia
26,0.6840419998128007,-0.7992039184591349,-1.567554767719866,-0.5926021208751238,-1.7791542658585024,female,Australia
27,0.04724816616142319,-0.1253468182762548,0.7632648127067445,1.0988710489806734,1.0132886922797015,male,Australia
28,1.3208358334641777,1.4469864154837992,1.3459697078133972,0.535046659028741,0.8581529723831348,male,Australia
